URN,NOS Title,Skills extracted
SFHRENLD16,Prepare the living organ donor for admission to the ward,Sustainability; Bacteriology; Management; Nephrectomy; Anatomy; Transplant; Religious belief; Antibody; Urinalysis; Listen; Histocompatibility; Physiology
SFHRENLD2,Enable potential living donors to understand the donation process and the possible implications for them,Acting; Statistic; Sustainability; Management; Promote; Education; Anatomy; Transplant; Religious belief; Antibody; Listen; Histocompatibility; Physiology; Care planning
SFHSS03,"Promote, monitor and maintain health, safety and security in the workplace",Promote; Environmental legislation; Age
SFHSS09,Minimise and deal with aggressive and abusive behaviour,Acting; Promote; Risk assessment; Body language
SFHSS20,"Clean furniture, fittings and vertical surfaces manually",Instruction; Wetting; Collection; Cleaning; Work efficiently
SFHSS26,Prepare food and drink for clients,Promote; Permit; Food; Cooking; Storage
SFHSS28,"Prepare, cook and assemble food for service",Food preparation; Food; Cooking; Storage; Packaging
SFHSS32,"Record, store and supply information using a paper-based filing system",
SFHSS34,Provide authorised access to records,Dispatch; User identification; Schedule
SFHSS37,Administer the current records system,
SFHTEL3,Provide interim clinical advice to individuals who are waiting for treatment and care,History; Storage; React
SFJA11,Contribute to developing democratic and decision making structures and procedures,Promote; Cost; Equity; Welsh
SFJA12,Implement and promote democratic and decision making processes,Promote; Advisory; Politics
SFJA52,Manage consultations to support democratic and decision making processes,Promote; Survey; Cost; Consultation method; Initiative; Politics; Report writing
SFJA61,"Continuously improve local government structures, systems and services",Promote; Qualitative analysis; Cost
SFJAD3,Represent one’s own agency at other agencies’ meetings,Promote; Comment; Interact with others
SFJ AF4,Conduct an assessment of risk in the workplace,Management; Machinery; Workplace health and safety; Risk assessment
SFJ AG1,"Maintain personal security and safety, and be alert to the security of others",Record keeping; Fault; Welfare
SFJB15,Manage the work of democratic and decision making meetings,Promote; Advisory; Politics; Report writing
SFJB35,Support elected members’ case work,Show empathy; Politics; Listen actively
SFJB37,Scope and plan a scrutiny activity,Promote; Prospect; Cost; Politics; Performance management; Risk assessment; Vision; Schedule
SFJBA2,"Determine the concerns and priorities of communities in relation to safety, social inclusion and the prevention and reduction of crime and anti-social behaviour",Cultural diversity; Consultation method; Social justice
SFJ BB2,Model pro-social behaviour when working with individuals,Promote; Fear; Promote inclusion; React
SFJ BB3,Identify individuals at risk of committing anti-social behaviour or offending,
SFJ BE201,Identify witnesses or other persons at significant risk and take appropriate actions to manage the risks,Promote; Law enforcement; Listening; Record keeping; Hardening; Risk assessment; Welfare; Schedule; Public service
SFJBG101,Investigate requirements for services relating to addressing domestic violence and abuse,Promote; Age; Initiative; Identify opportunity
SFJBG102,Evaluate requirements relating to addressing domestic violence and abuse,Service provision; Age; Initiative; Identify opportunity
SFJBG201,Develop and implement strategy for addressing domestic violence and abuse,Age; Strategic partnership; Initiative; Geographic area; Risk assessment
SFJBG301,Evaluate the quality of activities addressing domestic violence and abuse,Promote; Monitor activity; Age; Initiative; Set objective
SFJBG302,Research the effectiveness of services provided to address domestic violence and abuse,Active listening; Promote; Age; Articulate; Body language
SFJBH101,Develop strategy to promote awareness regarding domestic,Promote; Age; Articulate; Initiative
SFJBH201,Implement strategy to raise awareness and understanding of,Monitor activity; Age; Initiative; Compliance
SFJBH202,Challenge public attitudes towards domestic violence and,Promote; Age; Initiative; Identify opportunity
SFJBI201,Assess the needs of and risks to victims and survivors of,Active listening; Age; Mental health; Education; Risk management; Risk assessment; Welfare; Body language
SFJBI203,Contribute to the assessment of victims and survivors of,Age; Organise information; Risk assessment
SFJBI301,Develop plans to manage the risk of harm to victims and,Management; Age; Legal support; Informed consent; Body language
SFJ BK 201,Recover the deceased and human remains from scenes involving multiple fatalities,Audit; Silver; Public service
SFJBMS02,Respond to potential victims of modern slavery,Informed consent; Exploitation; Trauma
SFJBMS03,Refer potential victims of modern slavery to nationally approved referral agencies,Informed consent; Law enforcement; Exploitation
SFJBMS04,Assess the needs of potential victims of modern slavery,Informed consent; Need assessment; Exploitation
SFJBMS06,Support the safeguarding of potential victims of modern slavery,Promote; Informed consent; Law enforcement; Welfare; Exploitation
SFJC07,Specialist or bespoke software,Editing; Word processing; Database; Spreadsheet
SFJC31,"Contribute to the implementation of local government legislation, regulations and procedures",Promote; Cost; Compliance; Risk assessment; Listen actively
SFJC32,"Facilitate the implementation of local government legislation, regulations and procedures",Promote; Cost; Compliance; Risk assessment; Listen actively
SFJCB1,Gather and submit information that has the potential to support law enforcement objectives,Management; Law enforcement; Storage; Risk assessment
SFJCB2,Evaluate information to determine its intelligence potential,Management; Performance review; Law enforcement; Risk assessment; Public service
2B5,Identify and manage operational threats and risks,Law enforcement; Risk assessment; Impact assessment; Public service
SFJCC702,Provide advice for public order operations,Parameter; Record keeping; Silver; Risk assessment; Intelligence gathering; Impact assessment; Public service
SFJCCBA7.1,Initiate and follow disciplinary procedure,Acting; Promote; Disciplinary procedure; Interpersonal skill; Listen actively
SFJCCBF3.1,Develop and sustain effective working with staff from other agencies,Acting; Promote; Resourcing
SFJCE101,Provide an initial response to road-related incidents,Training; Lighting; Personal injury; First aid; Risk assessment; Emergency services; Public service
SFJCEC2G4,Finalise investigations,Trial; Initiative; Medium strategy
SFJCECZH7,Identify and deal with threat and areas of vulnerability,Materiel; Innovation; Inspection; Risk assessment
SFJ CFF02,Extricate casualties from situations of entrapment,Fire service; Survey; Training; Machinery; Risk assessment
SFJ CFF01,Respond to operational incidents requiring breathing apparatus,Fire service; Training; Breathing apparatus; Anatomy; Physiology
SFJ CFS03,Deliver practical activities on home fire safety,Living condition; Fire service; Risk assessment
SFJCG101,Cultivate identified subjects as potential covert human intelligence sources (chis),Training; Human intelligence; Instruction; Database; Risk management; Record keeping; Risk assessment; Welfare; Public service
