,data-driven keywords,expert-driven keywords,intersection of data- and expert-driven keywords,data-driven only keywords
officiating level 2,"['sport' 'performer' 'official' 'law' 'representative' 'rule' 'judgment'
 'spectator' 'child' 'umpire' 'marshal' 'idea' 'incident' 'interference'
 'participant' 'gather' 'ethic' 'validating' 'develop' 'fitness']","['active', 'leisure', 'learning', 'rules', 'laws', 'analyse', 'develop', 'maintain', 'official', 'assess', 'control', 'risk', 'respond', 'incident', 'emergency', 'contribute', 'protection', 'children', 'people', 'communicate']","['incident', 'official', 'develop']","['spectator', 'rule', 'judgment', 'representative', 'child', 'idea', 'law', 'umpire', 'fitness', 'performer', 'interference', 'gather', 'participant', 'ethic', 'marshal', 'sport', 'validating']"
officiating level 3,"['competition' 'competitor' 'sport' 'official' 'judgment' 'law' 'rule'
 'interpretation' 'representative' 'interview' 'spirit' 'performer'
 'liaison' 'abuse' 'dispute' 'view' 'incident' 'conflict' 'television'
 'print']","['active', 'leisure', 'learning', 'competition', 'official', 'staff', 'relationship', 'develop', 'consistent', 'apply', 'rules', 'interpret', 'performance', 'activity', 'sport', 'evaluate', 'judge', 'communicate', 'maintain', 'manage']","['official', 'sport', 'competition']","['view', 'rule', 'incident', 'judgment', 'interview', 'competitor', 'spirit', 'print', 'representative', 'liaison', 'law', 'dispute', 'television', 'conflict', 'interpretation', 'abuse', 'performer']"
offshore crane operations,"['crane' 'load' 'associate' 'movement' 'plant' 'machinery' 'transferring'
 'lifting' 'relative' 'incident' 'operator' 'breach' 'transfer' 'accident'
 'operate' 'shutdown' 'visitor' 'conflicting' 'refer' 'organise']","['health', 'environment', 'safety', 'contribute', 'standards', 'workplace', 'hazards', 'damage', 'plant', 'equipment', 'carry', 'slinging', 'signalling', 'movement', 'loads', 'lift', 'transfer', 'position', 'set', 'location']","['transfer', 'movement', 'plant']","['crane', 'machinery', 'incident', 'organise', 'accident', 'breach', 'load', 'lifting', 'visitor', 'operator', 'conflicting', 'shutdown', 'associate', 'operate', 'relative', 'refer', 'transferring']"
offshore deck operations,"['load' 'worksite' 'cleaning' 'signalling' 'bold' 'radioactive'
 'container' 'slinging' 'clean' 'heath' 'inappropriate' 'toxic'
 'housekeeping' 'movement' 'placing' 'accessory' 'acceptance' 'permit'
 'relate' 'spillage']","['signalling', 'slinging', 'technique', 'balance', 'secured', 'load', 'lifting', 'equipment', 'moving', 'procedure', 'cleaning', 'spillage', 'contamination', 'waste', 'agents', 'materials', 'dismantle']","['slinging', 'cleaning', 'spillage', 'load', 'signalling']","['housekeeping', 'placing', 'movement', 'acceptance', 'worksite', 'bold', 'container', 'clean', 'inappropriate', 'relate', 'heath', 'radioactive', 'accessory', 'permit', 'toxic']"
offshore drilling operations,"['drilling' 'coverall' 'bold' 'drill' 'floor' 'workforce' 'fluid' 'hat'
 'hasawa' 'shaker' 'plant' 'pressure' 'derrick' 'load' 'helicopter'
 'elevator' 'mud' 'hlo' 'meeting' 'lifting']","['health', 'safety', 'emergencies', 'critical', 'situations', 'drilling', 'mud', 'risk', 'assessment', 'work', 'bucket', 'elevators', 'tongs', 'valve', 'tubulars', 'information', 'well', 'safe', 'handling', 'manual']","['mud', 'drilling']","['fluid', 'hasawa', 'hat', 'pressure', 'bold', 'shaker', 'load', 'floor', 'meeting', 'lifting', 'hlo', 'workforce', 'drill', 'elevator', 'coverall', 'derrick', 'helicopter', 'plant']"
offshore s1971 elected safety representatives,"['oil' 'constituent' 'gas' 'june' 'meeting' 'representative' 'audit'
 'investigation' 'election' 'installation' 'constituency' 'distribute'
 'incident' 'discussion' 'lesson' 'scoring' 'harm' 'ppe' 'employer'
 'raise']","['safety', 'representative', 'information', 'constituents', 'legislation', 'company', 'procedures', 'risk', 'assessments', 'reducing', 'risks', 'attending', 'meetings', 'contributing', 'health', 'issues', 'representing', 'inspections', 'learned', 'informing']",['representative'],"['raise', 'oil', 'scoring', 'incident', 'discussion', 'meeting', 'harm', 'distribute', 'june', 'lesson', 'installation', 'constituency', 'constituent', 'gas', 'employer', 'ppe', 'election', 'audit', 'investigation']"
offshore surveying,"['survey' 'offshore' 'sensor' 'software' 'calibration' 'navigation' 'log'
 'offset' 'online' 'vessel' 'charting' 'velocity' 'evacuation'
 'installation' 'permit' 'package' 'perform' 'acquisition' 'configure'
 'refraction']","['offshore', 'survey', 'equipment', 'information', 'data', 'report', 'chart', 'demobilise', 'disconnect', 'forward', 'preparation', 'work', 'areas', 'installation', 'develop', 'plan', 'position', 'check', 'verify', 'interpret']","['survey', 'installation', 'offshore']","['charting', 'navigation', 'sensor', 'offset', 'vessel', 'log', 'velocity', 'acquisition', 'evacuation', 'refraction', 'software', 'online', 'configure', 'calibration', 'package', 'permit', 'perform']"
offshore wind and marine installation and commissioning,"['mange' 'welfare' 'sure' 'variation' 'employer' 'maker' 'supervision'
 'make' 'absence' 'fault' 'fall' 'encourage' 'clarification' 'approval'
 'assurance' 'suggestion' 'produce' 'extraction' 'excretion' 'excellent']","['specifications', 'standards', 'performance', 'improvements', 'risks', 'hazards', 'assessment', 'control', 'measures']",[],"['assurance', 'excretion', 'variation', 'encourage', 'maker', 'suggestion', 'fault', 'absence', 'make', 'welfare', 'mange', 'employer', 'produce', 'supervision', 'approval', 'sure', 'excellent', 'fall', 'clarification', 'extraction']"
oil fired technical services,"['oil' 'tank' 'building' 'installation' 'fault' 'pipework' 'commission'
 'appliance' 'decommission' 'adaptation' 'contractor' 'contract' 'pre'
 'image' 'decommissioning' 'flue' 'pipe' 'appearance' 'soundness'
 'malfunction']","['check', 'repair', 'test', 'tank', 'pipework', 'valves', 'location', 'fuel', 'flow', 'rate', 'pressure', 'pipe', 'outlet', 'risk', 'customer', 'requirements', 'ventilation', 'flue', 'system', 'procedure']","['flue', 'pipework', 'pipe', 'tank']","['oil', 'contractor', 'pre', 'decommission', 'decommissioning', 'image', 'adaptation', 'appliance', 'building', 'commission', 'soundness', 'installation', 'fault', 'malfunction', 'appearance', 'contract']"
older people,"['consent' 'abuse' 'right' 'practitioner' 'wellbeing' 'capacity' 'drug'
 'cognition' 'concerning' 'impairment' 'debate' 'expression' 'agency'
 'belief' 'behalf' 'age' 'produce' 'loss' 'jargon' 'exist']","['elderly', 'old', 'communication', 'care']",[],"['agency', 'expression', 'right', 'practitioner', 'wellbeing', 'jargon', 'exist', 'loss', 'age', 'impairment', 'capacity', 'debate', 'drug', 'consent', 'abuse', 'produce', 'concerning', 'cognition', 'belief', 'behalf']"
older traditional and vulnerable building energy efficiency measures,"['building' 'energy' 'efficiency' 'introduction' 'age' 'construction'
 'repair' 'condensation' 'installation' 'heritage' 'dampness' 'bridge'
 'characteristic' 'listing' 'differing' 'default' 'chimney' 'vapour'
 'rdsap' 'sequencing']","['older', 'traditional', 'buildings', 'conservation', 'principles', 'building', 'performance', 'thermal', 'insulation', 'ventilation', 'defects', 'energy', 'efficiency', 'measures']","['efficiency', 'building', 'energy']","['heritage', 'rdsap', 'bridge', 'differing', 'listing', 'characteristic', 'repair', 'condensation', 'introduction', 'age', 'sequencing', 'installation', 'dampness', 'vapour', 'chimney', 'default', 'construction']"
on construction domestic energy assessors,"['energy' 'sap' 'dwelling' 'certificate' 'carbon' 'building' 'built'
 'relief' 'zero' 'submission' 'home' 'eligibility' 'ter' 'owner' 'rating'
 'stamp' 'software' 'assessor' 'exemption' 'exercise']","['assessing', 'construction', 'specifications', 'energy', 'assessments', 'design', 'evaluate', 'compliance', 'building', 'requirements', 'records', 'emission', 'rates', 'prepare', 'issue', 'checks', 'competence']","['building', 'energy']","['eligibility', 'exemption', 'stamp', 'owner', 'zero', 'submission', 'home', 'software', 'sap', 'built', 'certificate', 'dwelling', 'relief', 'carbon', 'exercise', 'assessor', 'ter', 'rating']"
onsite machining,"['machining' 'engineering' 'tapping' 'drawing' 'shaft' 'machinery'
 'machinist' 'rigger' 'onshore' 'machine' 'drilling' 'inside' 'shipyard'
 'perform' 'mechanism' 'ram' 'installation' 'mounting' 'cutting'
 'worksheet']","['engineering', 'pipe', 'weld', 'preparation', 'onsite', 'machining', 'construction', 'thread', 'tapping', 'cutting', 'drilling', 'flange', 'facing', 'jointing', 'milling', 'hot']","['drilling', 'tapping', 'machining', 'cutting', 'engineering']","['worksheet', 'onshore', 'installation', 'machinery', 'shipyard', 'machine', 'mechanism', 'rigger', 'shaft', 'ram', 'machinist', 'inside', 'mounting', 'drawing', 'perform']"
operating process plant,"['sludge' 'plant' 'treatment' 'reagent' 'resolve' 'water' 'sample'
 'sampling' 'trail' 'audit' 'understand' 'trust' 'arise' 'processing'
 'implicit' 'ppe' 'valuing' 'profession' 'chemical' 'entrance']","['water', 'treatment', 'works', 'waste', 'sewage', 'sludge', 'operating', 'process', 'plant', 'competent', 'operator', 'Operating', 'Water', 'handle', 'store', 'health', 'safety', 'quality', 'receiving', 'chemicals']","['water', 'plant', 'treatment', 'sludge']","['implicit', 'arise', 'reagent', 'resolve', 'sampling', 'sample', 'processing', 'trust', 'entrance', 'trail', 'valuing', 'chemical', 'profession', 'ppe', 'understand', 'audit']"
operational delivery,"['investigation' 'asset' 'levy' 'vacancy' 'irregularity' 'debtor'
 'password' 'greeting' 'gap' 'remit' 'non' 'employer' 'sensitivity'
 'realisation' 'campaign' 'data' 'error' 'listening' 'intervention'
 'destroy']","['process', 'information', 'noncompliance', 'operational', 'delivery', 'regulations', 'data', 'sensitive', 'security', 'protecting', 'protection', 'sensitivity', 'transfer', 'storing', 'store', 'safety', 'safe', 'authorised', 'customers', 'assets']","['sensitivity', 'data']","['asset', 'destroy', 'listening', 'levy', 'password', 'non', 'vacancy', 'remit', 'greeting', 'campaign', 'intervention', 'gap', 'debtor', 'realisation', 'error', 'employer', 'irregularity', 'investigation']"
operational delivery public services,"['specialism' 'intervention' 'stakeholder' 'complexity' 'recipient' 'foi'
 'propriety' 'negligence' 'court' 'complaint' 'volume' 'fraud'
 'culpability' 'aim' 'agency' 'equity' 'investigation' 'authorization'
 'intelligence' 'amount']","['business', 'criteria', 'strategic', 'implications', 'evaluation', 'operational', 'delivery', 'report', 'analysis', 'objectives', 'established', 'parameters', 'complexity', 'complex', 'cases', 'risk', 'plan', 'location', 'record', 'evaluate']",['complexity'],"['agency', 'negligence', 'authorization', 'amount', 'stakeholder', 'culpability', 'equity', 'complaint', 'volume', 'specialism', 'court', 'foi', 'intervention', 'aim', 'recipient', 'propriety', 'fraud', 'intelligence', 'investigation']"
operational services,"['ice' 'caravan' 'pool' 'sport' 'machinery' 'litter' 'recreation'
 'visitor' 'patrol' 'repair' 'expectation' 'impression' 'thing' 'payment'
 'ladder' 'spillage' 'step' 'breach' 'institute' 'show']","['site', 'caravans', 'carry', 'basic', 'repairs', 'prepare', 'hard', 'standings', 'paths', 'use', 'maintain', 'equipment', 'facility', 'provide', 'ice', 'safety', 'environment', 'users', 'service', 'problems']",['ice'],"['thing', 'machinery', 'patrol', 'impression', 'expectation', 'institute', 'breach', 'repair', 'visitor', 'step', 'ladder', 'pool', 'payment', 'litter', 'spillage', 'show', 'caravan', 'sport', 'recreation']"
operations in the community,"['community' 'fire' 'rescue' 'decontamination' 'fighter' 'premise'
 'diversity' 'public' 'welfare' 'latter' 'agency' 'fighting' 'incident'
 'incorrect' 'matter' 'demonstration' 'acknowledge' 'occupier' 'known'
 'room']","['demonstrate', 'awareness', 'raising', 'Environmental', 'damage', 'protection', 'decontaminate', 'victim', 'support', 'data', 'gathering', 'collection', 'research', 'review', 'check', 'Skillshare', 'training', 'demonstration', 'advice', 'recommendation']",['demonstration'],"['agency', 'incident', 'fighting', 'decontamination', 'community', 'room', 'rescue', 'occupier', 'diversity', 'known', 'public', 'acknowledge', 'latter', 'welfare', 'incorrect', 'matter', 'fighter', 'premise', 'fire']"
optical manufacturing,"['cleanliness' 'dimension' 'spectacle' 'manufacturing' 'link' 'hwb'
 'prosthesis' 'eye' 'clarification' 'stock' 'assure' 'shell' 'machinery'
 'treatment' 'discrepancy' 'half' 'appliance' 'tint' 'curve' 'mould']","['optical', 'lathe', 'precision', 'operate', 'verify', 'moulded', 'assure', 'paint', 'manufacture', 'iris', 'produce', 'quality', 'repair', 'receive', 'specialised', 'block', 'tint']","['assure', 'tint']","['machinery', 'dimension', 'mould', 'spectacle', 'cleanliness', 'hwb', 'prosthesis', 'curve', 'appliance', 'link', 'stock', 'manufacturing', 'shell', 'half', 'treatment', 'eye', 'discrepancy', 'clarification']"
optical retailing,"['spectacle' 'prescription' 'dimension' 'stock' 'frame' 'link'
 'measurement' 'display' 'entitlement' 'appointment' 'price' 'screening'
 'dissatisfaction' 'clinic' 'recall' 'repair' 'comfort' 'aftercare'
 'anomaly' 'hwb']","['optical', 'spectacle', 'contact', 'display', 'routine', 'manage', 'provide', 'frame', 'sell', 'supervise', 'meet', 'customers', 'record', 'health', 'select', 'facial']","['display', 'spectacle', 'frame']","['measurement', 'comfort', 'dissatisfaction', 'appointment', 'clinic', 'prescription', 'hwb', 'repair', 'link', 'stock', 'anomaly', 'screening', 'recall', 'price', 'aftercare', 'dimension', 'entitlement']"
original,"['engineering' 'designer' 'brief' 'sketch' 'registering' 'methodology'
 'package' 'dimension' 'tolerance' 'software' 'archiving' 'catalogue'
 'past' 'rule' 'library' 'compromise' 'consider' 'interface' 'discipline'
 'database']","['design', 'evaluate', 'generate', 'factors', 'drawings', 'sketches', 'document', 'control', 'engineering', 'draughting', 'criteria', 'standards', 'constructability']",['engineering'],"['library', 'registering', 'rule', 'tolerance', 'compromise', 'designer', 'archiving', 'methodology', 'software', 'past', 'interface', 'sketch', 'brief', 'consider', 'database', 'catalogue', 'package', 'discipline', 'dimension']"
others,"['munition' 'article' 'ordnance' 'someone' 'operator' 'worker' 'anomaly'
 'relevance' 'proximity' 'inconsistency' 'pre' 'confirmation' 'presence'
 'exchanger' 'exclusion' 'exchange' 'excise' 'excess' 'excitation'
 'excitement']","['contribute', 'explosives', 'disposal', 'task', 'health', 'safety', 'statutory', 'legislation', 'regulations', 'benign', 'environments', 'hazardous']",[],"['worker', 'munition', 'pre', 'presence', 'exchanger', 'excise', 'relevance', 'proximity', 'article', 'someone', 'operator', 'anomaly', 'ordnance', 'excitation', 'exclusion', 'excess', 'exchange', 'confirmation', 'inconsistency', 'excitement']"
outdoor programmes,"['participant' 'adventure' 'investigation' 'aspiration' 'departure'
 'vision' 'learning' 'appraisal' 'aim' 'clarification' 'curriculum'
 'disability' ""'area"" 'view' 'conflict' 'recreation' 'vigilant'
 'supervise' 'prompt' 'diplomacy']","['outdoors', 'design', 'recreational', 'programmes', 'participants', 'identify', 'needs', 'supervision', 'residential', 'experiences', 'facilities', 'overseeing', 'services', 'disabilities', 'impairments', 'activities', 'take', 'part', 'enable', 'support']",[],"['view', 'appraisal', 'supervise', 'departure', 'vigilant', 'adventure', 'disability', 'aspiration', ""'area"", 'aim', 'participant', 'conflict', 'diplomacy', 'curriculum', 'vision', 'prompt', 'investigation', 'learning', 'clarification', 'recreation']"
outdoor sector senior roles,"['outdoor' 'sector' 'sport' 'leisure' 'goal' 'occupation' 'suite'
 'tourism' 'stakeholder' 'vision' 'human' 'community' 'recreation'
 'network' 'obstacle' 'participant' 'welfare' 'finance' 'workforce'
 'marketing']","['develop', 'organisation', 'review', 'manage', 'resource', 'colleagues', 'plan', 'area', 'implement', 'outdoor', 'innovate', 'responsible', 'client', 'need', 'goal', 'programme', 'activity', 'achieve', 'procedure', 'impact']","['goal', 'outdoor']","['obstacle', 'network', 'finance', 'stakeholder', 'sector', 'community', 'tourism', 'suite', 'workforce', 'welfare', 'participant', 'occupation', 'human', 'leisure', 'vision', 'marketing', 'sport', 'recreation']"
