,index,URN,NOS Title,correct_exact_matches
8099,sfheusc52.pdf,SFHEUSC52,"Assess an individuals' needs for psychological, emotional or social rehabilitation",Parameter; Medical record; History; Informed consent; Therapeutic intervention; Rehabilitation
8100,sfheusc53.pdf,SFHEUSC53,Conduct a pre-intervention assessment of an individual,Informed consent; Anatomy; Risk assessment; Pathology; Physiology
8101,sfhfmh1.pdf,SFHFMH1,"Assess, diagnose and formulate an individual’s mental health disorder",Management; Personality disorder; History; Mental health; Interview technique; Audit; Developmental disorder; Compliance; Risk assessment; Criminal justice; Religious belief; It management
8102,sfhfmh10.pdf,SFHFMH10,Make and maintain personal and professional boundaries with individuals in a secure setting,Management; Personality disorder; History; Mental health; Negotiation skill; Religious belief
8103,sfhfmh11.pdf,SFHFMH11,Support an individual in forensic mental health care to participate in treatment,Management; Personality disorder; Mental health; Interview technique; Education; Nursing; Audit; Motivational interviewing; Therapeutic intervention; Emotional distress; Religious belief
8104,sfhfmh12.pdf,SFHFMH12,"Manage hostility and risks with non-cooperative individuals, families and carers",Management; Promote; Personality disorder; Mental health; Learning disability; Therapeutic intervention; Religious belief
8105,sfhfmh13.pdf,SFHFMH13,Help an individual to feel more psychologically secure,Management; Personality disorder; Therapy; Mental health; Fear; Warning sign; Risk assessment; Religious belief
8106,sfhfmh14.pdf,SFHFMH14,Enable an individual to differentiate between positive and negative behaviours and understand the consequences,Management; Personality disorder; Therapy; Mental health; Articulate; Education; Audit; Family therapy; Behaviour therapy; Learning disability; Religious belief; React; Psychology
8107,sfhfmh15.pdf,SFHFMH15,Increase the individual’s capacity to manage negative or distressing thoughts and emotional states,Management; Personality disorder; Therapy; Mental health; Audit; Fear; Learning disability; Rehabilitation; Religious belief; Empowerment; Psychology
8108,sfhfmh16.pdf,SFHFMH16,Help an individual prepare for transition from secure institutional to community living,Management; Personality disorder; Social network; History; Mental health; Interpersonal skill; Education; Relaxation technique; Learning disability; Tolerance; Negotiation skill; Rehabilitation; Risk assessment; Religious belief; Aftercare; Conflict resolution
8109,sfhfmh17.pdf,SFHFMH17,Transfer an individual to another secure setting,Management; Personality disorder; Central; Mental health; Negotiation skill; Risk assessment; Religious belief; Aftercare; Transport
8110,sfhfmh18.pdf,SFHFMH18,Respond to potential crisis and relapse for an individual in the community,Management; Personality disorder; Mental health; Risk management; Risk assessment; Religious belief
8111,sfhfmh19.pdf,SFHFMH19,Support engagement between an individual and their family,Management; History; Mental health; Child protection; Initiative; Learning disability; Risk assessment; Religious belief; Aftercare
8112,sfhfmh2.pdf,SFHFMH2,Find an individual a place in secure services,Management; History; Mental health; Negotiation skill; Risk assessment; Religious belief; Behavioural problem; It management
8113,sfhfmh20.pdf,SFHFMH20,Provide a safe environment for family members and individuals to meet,Management; Personality disorder; Social network; History; Secure environment; Mental health; Child protection; Negotiation skill; Risk assessment; Aftercare; Conflict resolution
8114,sfhfmh21.pdf,SFHFMH21,Enable an individual and their children to meet,Management; Personality disorder; Secure environment; Mental health; Child protection; Risk assessment; Religious belief
8115,sfhfmh3.pdf,SFHFMH3,Observe an individual who presents a significant imminent risk to themselves or others,Management; Personality disorder; Policy governance; Mental health; Negotiation skill; Religious belief; Conflict resolution
8116,sfhfmh4.pdf,SFHFMH4,Support an individual to reduce the risk and impact of self-harming behaviour,Management; Mental health; Audit; Risk assessment; Religious belief; Conflict resolution; Psychology
8117,sfhfmh5.pdf,SFHFMH5,Minimise the risks to an individual and staff during clinical interventions and violent and aggressive episodes,Management; Personality disorder; History; Mental health; Physical restraint; Religious belief
8118,sfhfmh6.pdf,SFHFMH6,Agree a change in the level of security applying to an individual,Management; Personality disorder; History; Central; Mental health; Audit; Negotiation skill; Risk assessment; Religious belief
8119,sfhfmh7.pdf,SFHFMH7,Prevent the entry or passing of banned and restricted items into a secure unit,Management; Promote; Social network; History; Mental health; Negotiation skill; Sniffer; Risk assessment; Religious belief
8120,sfhfmh8.pdf,SFHFMH8,Assess and formulate an individual’s needs for forensic mental health treatment and care,Management; Personality disorder; History; Mental health; Interview technique; Self care; Nursing; Learning disability; Risk assessment; Religious belief; Treatment planning
8121,sfhfmh9.pdf,SFHFMH9,Develop and review an integrated care programme for an individual in forensic mental health care,Contingency plan; Management; Personality disorder; History; Mental health; Nursing; Audit; Risk assessment; Religious belief; Care planning
8122,sfhgen1.pdf,SFHGEN1,Ensure personal fitness for work,General practitioner; Infection control; Scheme; Vaccination
8123,sfhgen10.pdf,SFHGEN10,"Collect, transport and set down passengers and/or materials and equipment within the health sector",Corporate governance; Transporting; Defensive driving; Unload; Lighting; Sort; Lock; Storage; Unloading; Mobility; Collection; Ventilation; Transport
8124,sfhgen100.pdf,SFHGEN100,Assist individuals to evaluate and contact support networks,Acting; Promote; Service provision; Maximum
8125,sfhgen101.pdf,SFHGEN101,Enable support networks to develop their effectiveness,Acting; Promote; Service provision; Maximum
8126,sfhgen102.pdf,SFHGEN102,"Establish, sustain and disengage from relationships with the families of children and young people",Empower; Proof; Central; Welfare
8127,sfhgen103.pdf,SFHGEN103,"Establish, sustain and disengage from relationships with the families of individuals with specific health needs",Management; Proof; Ageing; Welfare
8128,sfhgen104.pdf,SFHGEN104,Enable individuals to maintain the safety and security of their living environment,Promote; Cost; Tolerance; Cleaning
8129,sfhgen105.pdf,SFHGEN105,Enable individuals to maintain their personal hygiene and appearance,Age; Cleanliness; Personal grooming; Infection control; Cost; Urination; Camouflage; Anatomy; Personal care
8130,sfhgen106.pdf,SFHGEN106,"Enable individuals and families to identify factors affecting, and options for optimising, their health and well-being",Training; Make decision; Learning style
8131,sfhgen108.pdf,SFHGEN108,Challenge injustice and inequalities in access to mainstream provision for people with specific health needs,Promote; Sort; Tolerance
8132,sfhgen109.pdf,SFHGEN109,Promote peoples’ rights and encourage them to recognise their responsibilities,Acting; Promote; Proof; Age; Sort; Make decision; Exploitation; Empowerment
8133,sfhgen11.pdf,SFHGEN11,"Assess and respond to accidents, breakdowns and incidents during the transportation of people, materials and/or equipment to meet health needs",Corporate governance
8134,sfhgen110.pdf,SFHGEN110,Support individuals in relation to personal and social interactions and environmental factors,Sort
8135,sfhgen111.pdf,SFHGEN111,"Enable individuals, their family and friends to explore and manage change",Acting; Management; Sort
8136,sfhgen112.pdf,SFHGEN112,"Work with people to identify their needs for safety, support and engagement and how these needs can best be addressed",Promote
8137,sfhgen113.pdf,SFHGEN113,Identify trends and changes in the specific health and wellbeing needs of a population and the effectiveness of different means of meeting their needs,Sort; Equity; Collection; Data collection
8138,sfhgen114.pdf,SFHGEN114,Develop and agree strategies to meet the health and wellbeing needs of a population,Contingency plan; Maximum; Cost; Sort; Think creatively; Equity
8139,sfhgen115.pdf,SFHGEN115,"Assess the needs of the population to determine those who require, or would benefit from, specific health and wellbeing services",Parameter; Sort; Equity
8140,sfhgen116.pdf,SFHGEN116,Prioritise interventions against available resources and the needs of the population,Service provision; Equity; Workforce planning
8141,sfhgen118.pdf,SFHGEN118,"Enable groups, communities and organisations to determine and plan how to address their issues and concerns",Promote; Constitution; Maximum; Community development; Resourcing
8142,sfhgen119.pdf,SFHGEN119,"Act as a resource to groups, communities and organisations as they address their issues and concerns around health and wellbeing",Acting; Maximum; Sort; Community development
8143,sfhgen12.pdf,SFHGEN12,"Reflect on and evaluate your own values, priorities, interests and effectiveness",Learning style
8144,sfhgen120.pdf,SFHGEN120,"Establish with groups, communities and organisations their interests, concerns and priorities and enable them to identify acceptable representation",Acting; Empower; Promote; Think creatively
8145,sfhgen122.pdf,SFHGEN122,Enable workers and agencies to work collaboratively,Management; Promote; Training; Education; Initiative; Social services
8146,sfhgen123.pdf,SFHGEN123,Work with others to facilitate the transfer of individuals between agencies and services,Promote; Information systems
8147,sfhgen124.pdf,SFHGEN124,Lead the development of inter-agency services for addressing health and wellbeing needs,Management; Promote; Cost; Information systems
8148,sfhgen127.pdf,SFHGEN127,"Assess the need for, and plan awareness raising of health and wellbeing issues",Initiative
8149,sfhgen128.pdf,SFHGEN128,"Support the implementation, monitoring, evaluation and improvement of awareness raising around health and wellbeing issues",Initiative; Scanning
8150,sfhgen129.pdf,SFHGEN129,Project manage action targeted at addressing health and wellbeing issues,Promote; Survey; Initiative; Community development; Costing; Resourcing; Manage resource
8151,sfhgen13.pdf,SFHGEN13,Synthesise new knowledge into the development of your own practice,Embedding; Learning style; It strategy
8152,sfhgen131.pdf,SFHGEN131,Support and challenge teams and agencies on specific aspects of their practice,Management; Make decision
8153,sfhgen132.pdf,SFHGEN132,Support and challenge workers on specific aspects of their practice,Management; Make decision
8154,sfhgen134.pdf,SFHGEN134 ,"Contribute to the prevention and management of abusive, aggressive and challenging behaviour",Management; Promote; Sort; Risk assessment
8155,sfhgen135.pdf,SFHGEN135 ,Support individuals to take their medication as prescribed,Storage
8156,sfhgen14.pdf,SFHGEN14,Provide advice and information to individuals on how to manage their own condition,Corporate governance; Sort; Create environment; Record keeping; Religious belief; Listen
8157,sfhgen15.pdf,SFHGEN15,Support individuals in undertaking their desired activities,Corporate governance; Smart; Rehabilitation; Listen
8158,sfhgen16.pdf,SFHGEN16,Inform an individual of discharge arrangements,Corporate governance; Sort; Social services
8159,sfhgen17.pdf,SFHGEN17,Contribute to the discharge of an individual into the care of another service,Corporate governance; Social services; Transport
8160,sfhgen18.pdf,SFHGEN18,Give presentations to groups,Corporate governance; Training; Environmental protection; Education; Learning style
8161,sfhgen19.pdf,SFHGEN19,Assist others to plan presentations to enable learning,Corporate governance; Learning style
8162,sfhgen2.pdf,SFHGEN2,Prepare and dress for work in healthcare settings,Corporate governance; Aerosol; Corrosive substance; Hair; Infection control; Patient contact; Risk assessment; Cleaning; Repair; Decontamination
8163,sfhgen20.pdf,SFHGEN20,Enable carers to support individuals,Corporate governance; Smooth
8164,sfhgen21.pdf,SFHGEN21,Interact with individuals using telecommunications,Telecommunication
8165,sfhgen22.pdf,SFHGEN22,Communicate effectively with individuals,Language code; Initiative; Listening; Eye contact; Body language
8166,sfhgen23.pdf,SFHGEN23,Monitor your own work practices,Audit; Monitoring result; Compliance
